SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
100597,0,Cash loans,F,N,Y,0,135000.0,734994.0,23841.0,526500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.019101,-18673,-1434,-12450.0,-732,,1,1,0,1,0,0,,1.0,2,2,TUESDAY,16,0,0,0,0,0,0,Industry: type 11,,0.2677312983043717,0.6738300778602003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100598,0,Cash loans,M,N,Y,0,202500.0,1125000.0,44617.5,1125000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.015221,-13405,-1057,-1545.0,-4237,,1,1,1,1,1,0,Drivers,2.0,2,2,SUNDAY,9,0,0,0,1,1,0,Business Entity Type 3,,0.26651977539251576,0.6380435278721609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1206.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100599,0,Cash loans,M,N,Y,0,315000.0,835380.0,40320.0,675000.0,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.032561,-16117,-3820,-8386.0,-4028,,1,1,0,1,0,0,Laborers,2.0,1,1,FRIDAY,12,0,0,0,0,0,0,Business Entity Type 1,,0.6824053810642432,0.05347808736117268,0.0742,0.0581,0.9767,0.6804,0.0,0.0,0.2414,0.1667,0.2083,0.0601,0.0588,0.0667,0.0077,0.0061,0.0756,0.0603,0.9767,0.6929,0.0,0.0,0.2414,0.1667,0.2083,0.0615,0.0643,0.0694,0.0078,0.0065,0.0749,0.0581,0.9767,0.6847,0.0,0.0,0.2414,0.1667,0.2083,0.0612,0.0599,0.0679,0.0078,0.0062,reg oper account,block of flats,0.0535,Panel,No,0.0,0.0,0.0,0.0,-671.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
100600,0,Cash loans,F,N,Y,2,112500.0,1237684.5,47272.5,1138500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.018029,-14751,-8093,-4199.0,-4369,,1,1,0,1,1,0,Core staff,4.0,3,3,THURSDAY,5,0,0,0,0,0,0,Kindergarten,0.7089302663807847,0.22970644162665235,0.5136937663039473,0.0309,0.0239,0.9881,0.8368,0.0059,0.04,0.0345,0.3333,0.0417,,,0.0381,,0.0,0.0315,0.0248,0.9881,0.8432,0.006,0.0403,0.0345,0.3333,0.0417,,,0.0397,,0.0,0.0312,0.0239,0.9881,0.8390000000000001,0.006,0.04,0.0345,0.3333,0.0417,,,0.0388,,0.0,,block of flats,0.0332,Panel,No,2.0,0.0,2.0,0.0,-1692.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
100601,0,Cash loans,F,N,Y,0,157500.0,284400.0,14724.0,225000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.04622,-13509,-908,-6251.0,-3906,,1,1,1,1,0,0,Laborers,2.0,1,1,TUESDAY,14,0,0,0,0,1,1,Business Entity Type 3,,0.6864718528356194,0.511891801533151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,-1924.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
100603,0,Cash loans,M,N,Y,0,144000.0,442791.0,28426.5,400500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.019101,-19862,-2017,-5682.0,-3415,,1,1,0,1,0,0,Security staff,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Transport: type 4,0.5284771830341518,0.24678567059563644,0.6817058776720116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,11.0,0.0,-2065.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100604,0,Cash loans,F,N,N,0,180000.0,278460.0,19800.0,225000.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.072508,-8433,-786,-6654.0,-1109,,1,1,1,1,1,0,,2.0,1,1,SATURDAY,20,0,0,0,0,0,0,Business Entity Type 3,,0.7095658448332834,,0.2603,0.1686,0.9791,0.7144,0.0382,0.28,0.2414,0.3333,0.375,0.0,0.211,0.2459,0.0058,0.0064,0.1523,0.1036,0.9791,0.7256,0.021,0.1611,0.1379,0.3333,0.375,0.0,0.1322,0.1473,0.0039,0.0001,0.2628,0.1686,0.9791,0.7182,0.0385,0.28,0.2414,0.3333,0.375,0.0,0.2146,0.2503,0.0058,0.0065,,block of flats,0.2784,"Stone, brick",No,4.0,0.0,4.0,0.0,-617.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100605,0,Cash loans,F,Y,Y,1,229500.0,1006920.0,72778.5,900000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.00823,-9920,-279,-4568.0,-1344,0.0,1,1,0,1,0,0,Laborers,3.0,2,2,FRIDAY,15,0,1,1,0,0,0,Industry: type 12,,0.6554959334572515,,0.0825,0.0664,0.9767,0.6804,0.0289,0.0,0.1379,0.1667,0.2083,0.018000000000000002,0.0672,0.0703,0.0,0.0,0.084,0.0689,0.9767,0.6929,0.0292,0.0,0.1379,0.1667,0.2083,0.0184,0.0735,0.0733,0.0,0.0,0.0833,0.0664,0.9767,0.6847,0.0291,0.0,0.1379,0.1667,0.2083,0.0183,0.0684,0.0716,0.0,0.0,reg oper account,block of flats,0.0711,Panel,No,1.0,0.0,1.0,0.0,-1402.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
100606,0,Cash loans,M,Y,Y,0,225000.0,593010.0,19260.0,495000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.019101,-20372,365243,-5481.0,-3557,13.0,1,0,0,1,0,0,,2.0,2,2,FRIDAY,14,0,0,0,0,0,0,XNA,,0.5988370074190674,0.6023863442690867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2391.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100608,0,Cash loans,F,N,N,0,184500.0,654498.0,28957.5,585000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.00496,-20597,365243,-4702.0,-3392,,1,0,0,1,1,0,,2.0,2,2,WEDNESDAY,16,0,0,0,0,0,0,XNA,,0.6682434767197354,0.1500851762342935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-692.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
100609,0,Cash loans,F,N,Y,0,180000.0,294322.5,19800.0,243000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.022625,-9250,-490,-2341.0,-1925,,1,1,1,1,1,0,Sales staff,1.0,2,2,THURSDAY,11,0,0,0,1,1,0,Self-employed,,0.20299871042464065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-107.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100610,0,Cash loans,F,Y,Y,0,292500.0,900000.0,26446.5,900000.0,Family,Commercial associate,Incomplete higher,Separated,House / apartment,0.019101,-13281,-442,-184.0,-5119,9.0,1,1,0,1,0,0,Sales staff,1.0,2,2,SUNDAY,14,0,1,1,0,1,1,Business Entity Type 3,,0.5774355226684095,0.33285056416487313,0.1196,0.0727,0.995,0.9252,0.0,0.12,0.1034,0.3333,0.375,0.0,0.0975,0.1303,,0.0,0.1218,0.0755,0.995,0.9281,0.0,0.1208,0.1034,0.3333,0.375,0.0,0.1065,0.1357,,0.0,0.1207,0.0727,0.995,0.9262,0.0,0.12,0.1034,0.3333,0.375,0.0,0.0992,0.1326,,0.0,org spec account,block of flats,0.1025,"Stone, brick",No,1.0,0.0,1.0,0.0,-6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0
100611,0,Cash loans,F,N,N,0,135000.0,254700.0,16276.5,225000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.018634,-17437,-3443,-3072.0,-256,,1,1,0,1,0,0,Sales staff,2.0,2,2,THURSDAY,15,0,0,0,0,0,0,Self-employed,0.8155149615810321,0.4737248754893044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,1.0,-1986.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100612,0,Cash loans,F,Y,N,0,157500.0,1288350.0,37669.5,1125000.0,Family,Commercial associate,Higher education,Married,House / apartment,0.006670999999999999,-14573,-3569,-6268.0,-5016,19.0,1,1,1,1,0,0,Laborers,2.0,2,2,THURSDAY,19,0,0,0,0,0,0,Business Entity Type 3,,0.7626841719393695,0.4329616670974407,0.0402,0.0325,0.9821,0.7552,0.0145,0.0,0.069,0.1667,0.0417,0.017,0.0328,0.0341,0.0039,0.0041,0.041,0.0337,0.9821,0.7648,0.0146,0.0,0.069,0.1667,0.0417,0.0174,0.0358,0.0355,0.0039,0.0043,0.0406,0.0325,0.9821,0.7585,0.0146,0.0,0.069,0.1667,0.0417,0.0173,0.0333,0.0347,0.0039,0.0042,not specified,block of flats,0.0356,"Stone, brick",No,2.0,0.0,2.0,0.0,-2620.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100614,0,Revolving loans,F,N,N,0,90000.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,House / apartment,0.015221,-8126,-155,-7219.0,-786,,1,1,0,1,1,0,Core staff,1.0,2,2,FRIDAY,13,0,0,0,0,0,0,Bank,,0.3508157149320979,0.1500851762342935,0.3309,0.2049,0.9856,0.8028,0.1283,0.36,0.3103,0.3333,0.375,0.8004,0.2673,0.3513,0.0077,0.113,0.3372,0.2126,0.9856,0.8105,0.1294,0.3625,0.3103,0.3333,0.375,0.8187,0.292,0.366,0.0078,0.1196,0.3341,0.2049,0.9856,0.8054,0.1291,0.36,0.3103,0.3333,0.375,0.8144,0.2719,0.3576,0.0078,0.1153,reg oper account,block of flats,0.3045,Panel,No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
100615,0,Cash loans,F,N,Y,0,180000.0,675000.0,19867.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018209,-18294,-5493,-2520.0,-1732,,1,1,0,1,0,0,Security staff,1.0,3,3,FRIDAY,12,0,0,0,0,0,0,School,0.5477274385834584,0.5864156178486654,0.6848276586890367,,,0.9563,,,,0.069,0.0417,,0.004,,0.0071,,,,,0.9563,,,,0.069,0.0417,,0.0041,,0.0074,,,,,0.9563,,,,0.069,0.0417,,0.004,,0.0072,,,,block of flats,0.0079,Wooden,Yes,2.0,0.0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0
100616,1,Cash loans,M,Y,N,0,225000.0,203760.0,22072.5,180000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.072508,-13481,-234,-4346.0,-1804,9.0,1,1,0,1,0,0,Laborers,1.0,1,1,TUESDAY,10,0,0,0,0,0,0,Business Entity Type 3,,0.3443346534614073,,0.1306,0.0683,0.9851,0.7959999999999999,0.0736,0.16,0.069,0.625,0.6667,0.0,0.1062,0.1601,0.0013,0.0038,0.1345,0.0692,0.9856,0.8105,0.0712,0.1611,0.069,0.625,0.6667,0.0,0.1175,0.1658,0.0,0.0,0.1332,0.0669,0.9856,0.8054,0.0753,0.16,0.069,0.625,0.6667,0.0,0.1095,0.1634,0.0,0.0,reg oper account,block of flats,0.1263,Panel,No,0.0,0.0,0.0,0.0,-2524.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100619,0,Cash loans,F,N,N,0,99000.0,364896.0,13653.0,315000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.005084,-11156,-890,-5089.0,-2320,,1,1,1,1,1,0,,1.0,2,2,THURSDAY,10,0,0,0,0,0,0,Self-employed,0.483896171527637,0.5792646214868447,0.33285056416487313,0.1701,0.0107,0.9816,,,0.0,0.069,0.1667,,,,0.0726,,0.012,0.1733,0.0112,0.9816,,,0.0,0.069,0.1667,,,,0.0756,,0.0127,0.1718,0.0107,0.9816,,,0.0,0.069,0.1667,,,,0.0739,,0.0122,,block of flats,0.0579,"Stone, brick",No,0.0,0.0,0.0,0.0,-1776.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
100620,0,Cash loans,F,N,Y,0,225000.0,1800000.0,49500.0,1800000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.072508,-17388,-1988,-3305.0,-941,,1,1,1,1,1,0,High skill tech staff,2.0,1,1,FRIDAY,17,0,1,1,0,1,1,Industry: type 12,,0.6737371194166208,0.5352762504724826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-642.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0
100621,0,Cash loans,M,Y,Y,0,450000.0,1312110.0,52168.5,1125000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.032561,-18204,-3942,-7.0,-1678,6.0,1,1,0,1,0,0,Core staff,2.0,1,1,TUESDAY,12,0,0,0,0,0,0,Self-employed,,0.8151144869220309,0.6706517530862718,0.2557,0.1881,0.9786,0.7076,,0.2,0.1724,0.3333,,0.1012,,0.2238,,0.1576,0.2605,0.1952,0.9786,0.7190000000000001,,0.2014,0.1724,0.3333,,0.1035,,0.2332,,0.1669,0.2581,0.1881,0.9786,0.7115,,0.2,0.1724,0.3333,,0.103,,0.2278,,0.1609,,block of flats,0.2103,"Stone, brick",No,5.0,0.0,5.0,0.0,-1853.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,0.0,1.0
100623,0,Cash loans,F,N,Y,0,207000.0,380533.5,16249.5,328500.0,Family,State servant,Secondary / secondary special,Married,Municipal apartment,0.04622,-17789,-5368,-8156.0,-1338,,1,1,0,1,0,0,Core staff,2.0,1,1,FRIDAY,12,0,0,0,0,0,0,Kindergarten,0.7353259150247425,0.7111630524629869,,0.1124,,0.9886,0.8436,,0.16,0.069,0.5417,,0.0489,,0.0989,,0.0028,0.1145,,0.9886,0.8497,,0.1611,0.069,0.5417,,0.05,,0.103,,0.003,0.1135,,0.9886,0.8457,,0.16,0.069,0.5417,,0.0498,,0.1006,,0.0029,reg oper account,block of flats,0.0784,"Stone, brick",No,0.0,0.0,0.0,0.0,-773.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100624,0,Cash loans,M,Y,Y,0,99000.0,521280.0,22216.5,450000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.006852,-23759,365243,-2753.0,-4022,11.0,1,0,0,1,0,0,,2.0,3,3,SUNDAY,8,0,0,0,0,0,0,XNA,,0.3335025667873754,0.6738300778602003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
100626,0,Cash loans,F,N,Y,3,337500.0,926136.0,37849.5,760500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.006629,-11230,-200,-823.0,-3889,,1,1,0,1,0,0,Core staff,5.0,2,2,FRIDAY,10,0,0,0,0,0,0,Insurance,,0.6662285294890606,0.6263042766749393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-177.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100627,0,Cash loans,F,N,Y,0,162000.0,874152.0,46701.0,810000.0,Family,Commercial associate,Higher education,Married,House / apartment,0.072508,-15061,-8294,-9065.0,-3922,,1,1,0,1,1,0,Laborers,2.0,1,1,SATURDAY,9,0,0,0,0,0,0,Business Entity Type 2,,0.7299545724218648,,0.1732,0.094,0.9826,0.762,0.0591,0.24,0.1034,0.4583,0.5,0.1428,0.1412,0.1188,0.0,0.0028,0.1765,0.0976,0.9826,0.7713,0.0597,0.2417,0.1034,0.4583,0.5,0.146,0.1543,0.1238,0.0,0.003,0.1749,0.094,0.9826,0.7652,0.0595,0.24,0.1034,0.4583,0.5,0.1453,0.1437,0.1209,0.0,0.0029,reg oper account,block of flats,0.1458,Panel,No,0.0,0.0,0.0,0.0,-596.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
100628,0,Cash loans,F,Y,N,1,121500.0,225000.0,8469.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.02461,-15671,-214,-3132.0,-4087,11.0,1,1,0,1,1,0,Sales staff,3.0,2,2,FRIDAY,16,0,0,0,0,0,0,Trade: type 7,0.7578384487300267,0.6897335787474733,0.41184855592423975,0.133,0.1132,0.9791,,0.0681,0.0,0.2759,0.1667,,0.0828,0.1076,0.1199,0.0039,0.0372,0.1355,0.1174,0.9791,,0.0687,0.0,0.2759,0.1667,,0.0847,0.1175,0.1249,0.0039,0.0394,0.1343,0.1132,0.9791,,0.0685,0.0,0.2759,0.1667,,0.0842,0.1095,0.122,0.0039,0.038,reg oper account,block of flats,0.1337,"Stone, brick",No,0.0,0.0,0.0,0.0,-3012.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
100629,0,Cash loans,F,N,Y,0,112500.0,201024.0,8982.0,144000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-17275,-9284,-6241.0,-829,,1,1,0,1,0,0,Core staff,2.0,2,2,MONDAY,16,0,0,0,0,0,0,Kindergarten,,0.6821351782293961,0.746300213050371,0.1,,0.9811,,,0.0,0.2069,0.1667,,,,,,,0.1019,,0.9811,,,0.0,0.2069,0.1667,,,,,,,0.101,,0.9811,,,0.0,0.2069,0.1667,,,,,,,,block of flats,0.0631,"Stone, brick",No,0.0,0.0,0.0,0.0,-282.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
100630,0,Cash loans,F,Y,N,0,202500.0,675000.0,18693.0,675000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.010006000000000001,-9524,-797,-1673.0,-2188,8.0,1,1,1,1,1,0,Laborers,1.0,2,1,FRIDAY,17,0,0,0,0,0,0,Industry: type 9,0.3260915867569756,0.7562046572029202,0.3706496323299817,0.6639,0.0873,0.9965,,,0.48,0.3793,0.625,,,,0.7641,,0.6811,0.6765,0.0906,0.9965,,,0.4834,0.3793,0.625,,,,0.7961,,0.7211,0.6703,0.0873,0.9965,,,0.48,0.3793,0.625,,,,0.7778,,0.6954,,block of flats,0.7628,Mixed,No,0.0,0.0,0.0,0.0,-1289.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
100631,0,Cash loans,F,N,Y,1,135000.0,913500.0,26838.0,913500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.010643000000000001,-17515,-2412,-760.0,-1056,,1,1,0,1,0,0,,2.0,2,2,TUESDAY,15,0,0,0,0,0,0,Self-employed,,0.4110393404339365,0.7981372313187245,0.066,0.0658,0.9752,0.66,0.0258,0.0,0.1379,0.125,0.1667,0.0714,0.0538,0.0319,0.0,0.0,0.0672,0.0683,0.9752,0.6733,0.0261,0.0,0.1379,0.125,0.1667,0.073,0.0588,0.0332,0.0,0.0,0.0666,0.0658,0.9752,0.6645,0.026,0.0,0.1379,0.125,0.1667,0.0727,0.0547,0.0325,0.0,0.0,reg oper spec account,block of flats,0.0392,"Stone, brick",No,0.0,0.0,0.0,0.0,-1435.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
100632,0,Cash loans,M,Y,Y,0,225000.0,732915.0,79065.0,675000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.032561,-16195,-1067,-3466.0,-3465,5.0,1,1,0,1,0,0,Managers,2.0,1,1,FRIDAY,11,0,1,1,0,0,0,Business Entity Type 3,0.7164199748216679,0.7488215401330586,,0.1649,0.1148,0.9935,0.9116,0.079,0.16,0.1379,0.375,,0.0,0.1345,0.1862,0.0,0.0,0.1681,0.1191,0.9935,0.9151,0.0797,0.1611,0.1379,0.375,,0.0,0.1469,0.194,0.0,0.0,0.1665,0.1148,0.9935,0.9128,0.0795,0.16,0.1379,0.375,,0.0,0.1368,0.1895,0.0,0.0,reg oper account,block of flats,0.1896,Panel,No,0.0,0.0,0.0,0.0,-551.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100633,0,Cash loans,M,Y,Y,1,247500.0,414792.0,25195.5,315000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010966,-13146,-1558,-7238.0,-3580,4.0,1,1,0,1,0,0,Drivers,3.0,2,2,FRIDAY,15,0,0,0,0,0,0,Transport: type 3,,0.6648558588234277,0.4014074137749511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-773.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0
100634,0,Cash loans,F,N,Y,0,108000.0,157500.0,14575.5,157500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.015221,-12515,-1585,-1255.0,-2831,,1,1,1,1,1,0,Core staff,2.0,2,2,THURSDAY,8,0,0,0,0,0,0,Business Entity Type 3,0.3110191187839123,0.3301910081433365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,10.0,0.0,-2010.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
